Date,TecDAX,,,,,1&1,,,,,,Aixtron,,,,,,Aumann,,,,,,Adva,,,,,,Bechtle,,,,,,Cancom,,,,,,Carl Zeiss Meditec,,,,,,CompuGroup,,,,,,Dialog Semiconductor,,,,,,Drägerwerk,,,,,,Evotec,,,,,,Freenet,,,,,,GFT Technologies,,,,,,Infineon,,,,,,Isra,,,,,,Jenoptik,,,,,,LPKF,,,,,,Manz,,,,,,Medigene,,,,,,MorphoSys,,,,,,Nemetschek,,,,,,Nordex,,,,,,Pfeiffer Vacuum,,,,,,Qiagen,,,,,,QSC,,,,,,RIB Software,,,,,,,S&T,,,,,SAP,,,,,,Sartorius,,,,,,Siemens Healthineers,,,,,,Siltronic,,,,,,SLM,,,,,,SMA,,,,,,Software,,,,,,Stratec,,,,,,,Süss,,,,,Telefonica,,,,,,Telekom,,,,,,United Internet,,,,,,Wirecard,,,,,,Xing,,,,,
Date,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Aixtron,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Adva,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,GFT Technologies,Volumen,Datum,Eroeffnung,Hoch,Tief,Infineon,Volumen,Datum,Eroeffnung,Hoch,Tief,Isra,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,LPKF,Volumen,Datum,Eroeffnung,Hoch,Tief,Manz,Volumen,Datum,Eroeffnung,Hoch,Tief,Medigene,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,QSC,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,S&T,Volumen,Datum,Eroeffnung,Hoch,Tief,SAP,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Siemens Health,Volumen,Datum,Eroeffnung,Hoch,Tief,Siltronic,Volumen,Datum,Eroeffnung,Hoch,Tief,SLM,Volumen,Datum,Eroeffnung,Hoch,Tief,SMA,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Stratec,Volumen,Datum,Eroeffnung,Hoch,Tief,Süss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Telekom,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen
  15.12.2017,"2,052.90","2,052.90","2,036.09","2,051.00","9,768,709",  15.12.2017,69.05,69.05,67.55,69.05,"467,775",  15.12.2017,12.55,12.73,12.27,12.55,"1,214,128",  15.12.2017,0,0,0,0,"30,119",  15.12.2017,5.75,5.77,5.63,5.68,"354,449",  15.12.2017,70.47,70.9,70.09,70.66,"62,694",  15.12.2017,34.74,35.23,34.58,35,"133,604",  15.12.2017,52.7,52.7,51.64,52.01,"204,080",  15.12.2017,56.24,56.24,54.99,55.72,"57,156",  15.12.2017,23.39,23.39,22.84,23,"1,114,400",  15.12.2017,70.27,71.82,69.95,71.82,"36,520",  15.12.2017,14.06,14.35,13.25,13.4,"2,917,921",  15.12.2017,31.12,31.24,30.99,31.13,"699,242",  15.12.2017,12.54,12.54,12.27,12.34,"51,809",  15.12.2017,0,0,0,0,"6,074,695",  15.12.2017,0,0,0,0,"412,260",  15.12.2017,28,28.41,27.83,28.25,"211,255",  15.12.2017,0,0,0,0,"25,209",  15.12.2017,0,0,0,0,"10,338",  15.12.2017,12.47,12.63,12.34,12.47,"125,260",  15.12.2017,76.23,76.23,74.61,74.92,"133,622",  15.12.2017,75.39,76.05,75.39,75.9,"60,784",  15.12.2017,8.52,8.74,8.46,8.64,"982,653",  15.12.2017,151.05,153.15,151,151.45,"31,964",  15.12.2017,26.85,27.25,26.79,27.25,"5,738",  15.12.2017,0,0,0,0,"151,753",  15.12.2017,22.45,23.25,22.27,23.25,"382,461",  15.12.2017,17.69,17.69,17.17,17.42,"281,714",  15.12.2017,0,0,0,0,"7,562,793",  15.12.2017,81.11,82.73,80.28,82.34,"103,464",  15.12.2017,0,0,0,0,0,  15.12.2017,116.05,121,113.55,119.85,"367,959",  15.12.2017,44.58,44.58,42.01,42.22,"128,286",  15.12.2017,35.49,35.95,35.07,35.84,"78,025",  15.12.2017,46.66,46.73,46.05,46.48,"241,340",15.12.2017,0,0,0,0,"10,849",  15.12.2017,0,0,0,0,"75,612",  15.12.2017,4.23,4.23,4.19,4.21,"4,717,011",  15.12.2017,0,0,0,0,"22,346,890",  15.12.2017,58.19,58.19,57.42,58.1,"587,121",  15.12.2017,92.26,92.34,90.84,91.99,"679,961",  15.12.2017,261.6,264,259.2,263.8,"7,839"
  18.12.2017,"2,061.61","2,079.33","2,061.61","2,074.11","7,106,669",  18.12.2017,69.3,69.47,67.88,68.65,"310,476",  18.12.2017,12.7,13.23,12.7,13.08,"1,362,504",  18.12.2017,0,0,0,0,"49,417",  18.12.2017,5.76,6.3,5.76,6.2,"740,301",  18.12.2017,71.27,71.89,71.04,71.61,"80,387",  18.12.2017,35.24,35.25,34.91,34.99,"130,358",  18.12.2017,52.37,52.75,51.61,52.62,"129,733",  18.12.2017,55.95,57.17,55.92,56.75,"40,080",  18.12.2017,23.1,23.61,22.99,23.24,"960,183",  18.12.2017,72.01,76.41,70.87,72.23,"78,917",  18.12.2017,13.71,14,13.42,13.49,"1,543,003",  18.12.2017,31.27,31.62,31.26,31.39,"321,120",  18.12.2017,12.35,12.55,12.27,12.31,"42,656",  18.12.2017,0,0,0,0,"4,434,851",  18.12.2017,0,0,0,0,"274,795",  18.12.2017,28.42,28.46,27.75,27.96,"116,379",  18.12.2017,0,0,0,0,"17,869",  18.12.2017,0,0,0,0,"20,337",  18.12.2017,12.75,13.13,12.46,12.72,"255,894",  18.12.2017,75,76.38,74.73,75.44,"116,044",  18.12.2017,75.87,76.2,75.84,76.03,"51,219",  18.12.2017,8.75,8.9,8.42,8.44,"612,815",  18.12.2017,152.7,154.2,151.8,153.5,"8,191",  18.12.2017,27.42,27.81,27.41,27.44,"10,006",  18.12.2017,0,0,0,0,"266,868",  18.12.2017,23.15,24.3,23.11,23.85,"426,921",  18.12.2017,17.55,17.88,17.4,17.88,"109,724",  18.12.2017,0,0,0,0,"1,962,959",  18.12.2017,83.68,83.68,81.13,81.23,"66,019",  18.12.2017,0,0,0,0,0,  18.12.2017,122.1,125.45,122.1,124.4,"221,703",  18.12.2017,42.93,44.6,42.47,44,"74,175",  18.12.2017,35.89,37.49,35.89,37.04,"87,268",  18.12.2017,47.05,47.35,46.6,47.11,"171,331",18.12.2017,0,0,0,0,"6,995",  18.12.2017,0,0,0,0,"80,990",  18.12.2017,4.21,4.26,4.19,4.22,"2,067,359",  18.12.2017,0,0,0,0,"9,018,140",  18.12.2017,58.15,59.17,58.1,58.88,"462,058",  18.12.2017,92.65,93.41,92.03,93.41,"465,308",  18.12.2017,264,268.85,262.25,264,"5,089"
  19.12.2017,"2,074.97","2,081.07","2,066.84","2,075.00","7,517,905",  19.12.2017,68.66,68.91,67.73,68.54,"231,741",  19.12.2017,13.05,13.46,12.66,13.14,"1,190,101",  19.12.2017,0,0,0,0,"51,720",  19.12.2017,6.18,6.39,6.03,6.03,"453,401",  19.12.2017,71.6,71.84,71,71.2,"43,336",  19.12.2017,35.04,35.25,34.37,34.51,"101,620",  19.12.2017,52.73,52.73,51.07,51.66,"137,313",  19.12.2017,57.03,57.04,55.79,56.55,"36,758",  19.12.2017,23.5,25.89,23.4,25.15,"1,850,874",  19.12.2017,71.57,74.64,71.2,71.4,"42,537",  19.12.2017,13.63,13.87,13.18,13.53,"1,358,667",  19.12.2017,31.41,31.45,31.11,31.23,"316,877",  19.12.2017,12.5,12.86,12.44,12.53,"110,108",  19.12.2017,0,0,0,0,"4,098,372",  19.12.2017,0,0,0,0,"250,320",  19.12.2017,27.88,28.04,27.47,27.7,"117,290",  19.12.2017,0,0,0,0,"24,984",  19.12.2017,0,0,0,0,"18,222",  19.12.2017,12.8,12.92,12.56,12.6,"137,748",  19.12.2017,75.7,77.52,75.08,76.36,"120,102",  19.12.2017,76.15,76.78,75.31,75.91,"43,769",  19.12.2017,8.42,8.53,8.37,8.47,"372,591",  19.12.2017,153.1,155.5,153.1,155,"13,227",  19.12.2017,27.8,27.8,27.33,27.48,"3,002",  19.12.2017,0,0,0,0,"196,534",  19.12.2017,23.6,25.19,23.6,24.89,"607,777",  19.12.2017,17.89,17.95,17.76,17.94,"118,351",  19.12.2017,0,0,0,0,"1,512,590",  19.12.2017,80.94,81.52,80.17,80.2,"47,777",  19.12.2017,0,0,0,0,0,  19.12.2017,124.65,124.95,121.8,122.8,"195,673",  19.12.2017,44.2,45,43.83,44.67,"37,100",  19.12.2017,37,37.55,36.75,36.87,"60,152",  19.12.2017,47.09,47.67,46.81,47.54,"251,038",19.12.2017,0,0,0,0,"12,742",  19.12.2017,0,0,0,0,"48,320",  19.12.2017,4.22,4.24,4.19,4.22,"2,502,813",  19.12.2017,0,0,0,0,"9,753,931",  19.12.2017,58.92,59.1,58.15,58.57,"352,625",  19.12.2017,93.52,93.71,92.67,93.65,"571,714",  19.12.2017,263.45,265.4,261.55,263,"6,107"
  20.12.2017,"2,076.99","2,079.99","2,046.20","2,050.53","8,095,910",  20.12.2017,68.38,68.87,67.49,68.4,"208,926",  20.12.2017,13.16,13.27,11.56,11.96,"2,675,657",  20.12.2017,0,0,0,0,"46,946",  20.12.2017,6.05,6.16,6.01,6.08,"279,155",  20.12.2017,71.08,71.53,70.03,70.16,"35,034",  20.12.2017,34.5,34.5,33.97,34.02,"109,338",  20.12.2017,51.88,52.04,51.2,51.27,"50,587",  20.12.2017,56.55,56.69,55.67,55.81,"34,343",  20.12.2017,25.42,25.65,25.1,25.36,"929,645",  20.12.2017,71.81,73.35,70.91,71.77,"54,630",  20.12.2017,13.63,13.63,12.76,13.03,"1,739,054",  20.12.2017,31.23,31.24,30.84,30.92,"377,069",  20.12.2017,12.5,12.8,12.5,12.55,"62,335",  20.12.2017,0,0,0,0,"4,443,059",  20.12.2017,0,0,0,0,"141,405",  20.12.2017,27.64,27.98,27.46,27.51,"104,319",  20.12.2017,0,0,0,0,"55,681",  20.12.2017,0,0,0,0,"19,086",  20.12.2017,12.55,12.59,12.21,12.38,"112,237",  20.12.2017,76.6,77.49,74.8,74.96,"88,167",  20.12.2017,75.99,76.1,74.89,74.9,"32,842",  20.12.2017,8.54,8.55,8.25,8.32,"455,259",  20.12.2017,155.85,155.95,154,155.1,"20,536",  20.12.2017,27.56,27.57,27.01,27.01,"3,232",  20.12.2017,0,0,0,0,"197,637",  20.12.2017,25.23,25.49,24,24.7,"530,428",  20.12.2017,17.94,18.05,17.16,17.25,"131,631",  20.12.2017,0,0,0,0,"2,240,968",  20.12.2017,79.91,80.63,79.19,79.19,"43,637",  20.12.2017,0,0,0,0,0,  20.12.2017,123.2,123.2,119.65,121.9,"162,953",  20.12.2017,44.99,44.99,43.7,43.92,"21,765",  20.12.2017,36.8,37,36.01,36.01,"53,492",  20.12.2017,47.7,48,46.84,46.98,"193,026",20.12.2017,0,0,0,0,"8,735",  20.12.2017,0,0,0,0,"68,561",  20.12.2017,4.22,4.22,4.19,4.2,"2,262,537",  20.12.2017,0,0,0,0,"10,275,569",  20.12.2017,58.65,58.88,57.7,58,"311,024",  20.12.2017,93.9,94.6,92.85,93.55,"400,183",  20.12.2017,261.9,265.15,261.55,262.05,"3,691"
  21.12.2017,"2,051.23","2,055.57","2,039.90","2,055.57","6,732,493",  21.12.2017,68.4,68.87,67.68,68.85,"220,594",  21.12.2017,11.92,12.59,11.87,12.42,"1,694,930",  21.12.2017,0,0,0,0,"47,718",  21.12.2017,6.07,6.15,5.9,6.03,"255,212",  21.12.2017,70.19,70.28,69.44,69.75,"40,393",  21.12.2017,34.06,34.37,33.82,34.2,"84,836",  21.12.2017,51.16,51.52,50.9,51.4,"120,649",  21.12.2017,55.98,56.11,54.92,55.14,"40,665",  21.12.2017,25.33,25.73,24.38,25.51,"1,090,997",  21.12.2017,71.88,71.88,70.42,71.19,"27,329",  21.12.2017,13,13.09,12.65,13.01,"1,060,142",  21.12.2017,30.84,31.11,30.61,31.08,"505,752",  21.12.2017,12.6,12.76,12.54,12.6,"73,978",  21.12.2017,0,0,0,0,"3,333,459",  21.12.2017,0,0,0,0,"168,510",  21.12.2017,27.56,27.74,27.25,27.65,"60,294",  21.12.2017,0,0,0,0,"13,429",  21.12.2017,0,0,0,0,"24,194",  21.12.2017,12.74,12.74,12.32,12.7,"204,465",  21.12.2017,74.88,75.35,74,74.77,"85,733",  21.12.2017,75.34,75.38,73.25,73.75,"62,543",  21.12.2017,8.33,8.79,8.22,8.61,"719,596",  21.12.2017,154,156,153.45,156,"14,239",  21.12.2017,27.12,27.12,26.92,26.92,"2,735",  21.12.2017,0,0,0,0,"148,211",  21.12.2017,24.9,24.9,23.74,23.75,"331,171",  21.12.2017,17.23,17.75,17.07,17.75,"96,825",  21.12.2017,0,0,0,0,"1,863,466",  21.12.2017,79.04,80.39,78.93,79.44,"38,892",  21.12.2017,0,0,0,0,0,  21.12.2017,121.45,125.45,120.95,124,"181,437",  21.12.2017,43.75,44.44,41.61,42.8,"34,012",  21.12.2017,36,37.3,35.8,36.37,"86,948",  21.12.2017,47,47.17,46.23,46.61,"178,909",21.12.2017,0,0,0,0,"11,323",  21.12.2017,0,0,0,0,"64,390",  21.12.2017,4.2,4.25,4.2,4.24,"3,120,309",  21.12.2017,0,0,0,0,"8,776,918",  21.12.2017,56.8,57.81,56.72,57.81,"376,171",  21.12.2017,93.92,94.4,93.1,93.5,"362,922",  21.12.2017,261.75,266.6,261.15,266.5,"3,908"
  22.12.2017,"2,052.77","2,054.95","2,045.97","2,054.41","3,553,630",  22.12.2017,68.74,68.76,67.86,68.16,"162,001",  22.12.2017,12.37,12.43,12.01,12.21,"536,368",  22.12.2017,0,0,0,0,"22,692",  22.12.2017,6.02,6.14,5.97,6.07,"151,883",  22.12.2017,68.03,69.84,67.69,69.22,"34,311",  22.12.2017,34.26,34.26,33.81,34.11,"35,280",  22.12.2017,51.05,51.5,50.92,51.32,"71,165",  22.12.2017,55,55.15,54.63,54.72,"20,784",  22.12.2017,25.42,25.58,25.1,25.4,"517,316",  22.12.2017,71.07,72.2,70.27,71.01,"17,068",  22.12.2017,12.95,13.26,12.93,13.06,"651,184",  22.12.2017,30.98,31.14,30.91,31.05,"179,209",  22.12.2017,12.56,13.08,12.52,12.77,"112,371",  22.12.2017,0,0,0,0,"2,799,842",  22.12.2017,0,0,0,0,"201,460",  22.12.2017,27.58,27.8,27.48,27.73,"40,274",  22.12.2017,0,0,0,0,"17,028",  22.12.2017,0,0,0,0,"11,383",  22.12.2017,12.71,12.89,12.68,12.78,"111,032",  22.12.2017,74.72,75.47,74.21,74.92,"76,310",  22.12.2017,73.24,74.64,73.24,74.2,"21,645",  22.12.2017,8.65,8.7,8.54,8.61,"260,893",  22.12.2017,155.7,156.9,154.8,155.45,"15,197",  22.12.2017,26.84,27,26.74,26.77,"3,421",  22.12.2017,0,0,0,0,"264,467",  22.12.2017,23.67,24.18,23.25,23.85,"161,935",  22.12.2017,17.62,17.77,17.2,17.27,"74,460",  22.12.2017,0,0,0,0,"1,585,328",  22.12.2017,79.2,81.03,79.2,80.57,"33,133",  22.12.2017,0,0,0,0,0,  22.12.2017,123.35,123.85,122.15,123.1,"75,564",  22.12.2017,42.91,45.76,42.91,45.74,"68,420",  22.12.2017,36.26,36.31,34.39,35.36,"86,509",  22.12.2017,46.55,46.7,46.26,46.56,"82,216",22.12.2017,0,0,0,0,"6,620",  22.12.2017,0,0,0,0,"39,002",  22.12.2017,4.24,4.25,4.21,4.24,"1,558,140",  22.12.2017,0,0,0,0,"6,703,194",  22.12.2017,57.69,58.28,57.62,58.17,"226,764",  22.12.2017,93.75,94.2,92.66,94.11,"312,369",  22.12.2017,266.3,269,264.25,268,"4,988"
  27.12.2017,"2,052.61","2,057.04","2,035.88","2,055.65","5,620,681",  27.12.2017,67.97,68.87,67.76,68.72,"131,027",  27.12.2017,12.12,12.23,11.36,11.5,"1,147,683",  27.12.2017,0,0,0,0,"36,923",  27.12.2017,6.1,6.23,6.02,6.06,"177,011",  27.12.2017,69.34,69.99,69.11,69.89,"38,237",  27.12.2017,34,34.29,33.83,34.13,"53,538",  27.12.2017,51.45,51.89,50.76,51.82,"57,452",  27.12.2017,54.85,55.76,54.73,55.58,"27,351",  27.12.2017,25.14,25.16,23.77,25.1,"1,079,159",  27.12.2017,71,72.38,70.84,72.22,"14,469",  27.12.2017,13.03,14.13,12.95,14.03,"1,196,961",  27.12.2017,30.96,31.21,30.92,31.16,"189,490",  27.12.2017,12.76,12.98,12.5,12.63,"63,921",  27.12.2017,0,0,0,0,"2,974,954",  27.12.2017,0,0,0,0,"73,450",  27.12.2017,27.77,28.28,27.63,28.26,"81,522",  27.12.2017,0,0,0,0,"32,341",  27.12.2017,0,0,0,0,"18,464",  27.12.2017,12.82,13.13,12.82,13.11,"165,767",  27.12.2017,74.9,75.35,74.25,75.01,"65,594",  27.12.2017,73.79,74.15,73.79,74.15,"49,065",  27.12.2017,8.65,8.81,8.61,8.68,"355,508",  27.12.2017,155,156.95,153.15,156.5,"13,932",  27.12.2017,26.2,26.65,26.2,26.37,"31,657",  27.12.2017,0,0,0,0,"473,135",  27.12.2017,24.08,24.79,24.02,24.79,"176,172",  27.12.2017,17.42,17.71,17.27,17.7,"294,921",  27.12.2017,0,0,0,0,"1,425,624",  27.12.2017,80.57,81.25,79.8,79.8,"37,695",  27.12.2017,0,0,0,0,0,  27.12.2017,122.5,122.8,117.6,122.2,"121,567",  27.12.2017,46.2,46.25,44.38,46.22,"38,429",  27.12.2017,35.08,36.16,34.73,35.96,"68,678",  27.12.2017,46.65,46.89,46.31,46.79,"127,178",27.12.2017,0,0,0,0,"4,271",  27.12.2017,0,0,0,0,"68,943",  27.12.2017,4.26,4.28,4.24,4.27,"1,118,931",  27.12.2017,0,0,0,0,"5,813,688",  27.12.2017,57.97,58.02,57.3,57.53,"242,869",  27.12.2017,94,94.13,93.14,93.75,"296,347",  27.12.2017,268.5,268.8,265.95,267.05,"2,423"
  28.12.2017,"2,054.08","2,055.47","2,042.30","2,044.77","4,761,554",  28.12.2017,68.86,68.96,68.37,68.65,"123,829",  28.12.2017,11.5,11.88,11.21,11.48,"902,408",  28.12.2017,0,0,0,0,"18,772",  28.12.2017,6.13,6.15,6,6.03,"177,930",  28.12.2017,69.93,70.34,69.63,70.18,"51,825",  28.12.2017,34.02,34.23,33.77,34.11,"68,514",  28.12.2017,51.65,51.82,51.43,51.6,"40,660",  28.12.2017,55.47,55.6,54.82,55.09,"19,729",  28.12.2017,25.11,25.96,24.87,25.32,"980,531",  28.12.2017,72,73.03,71.7,72.04,"15,616",  28.12.2017,14.01,14.08,13.6,13.78,"1,062,284",  28.12.2017,31.15,31.15,30.92,30.98,"169,511",  28.12.2017,12.78,13,12.59,12.92,"59,595",  28.12.2017,0,0,0,0,"1,847,246",  28.12.2017,0,0,0,0,"54,625",  28.12.2017,28.2,28.21,27.74,27.87,"51,494",  28.12.2017,0,0,0,0,"104,868",  28.12.2017,0,0,0,0,"29,406",  28.12.2017,12.95,13.1,12.58,12.58,"139,588",  28.12.2017,74.87,75.94,74.7,75.5,"101,168",  28.12.2017,74,75.37,73.88,74.3,"28,073",  28.12.2017,8.7,8.87,8.7,8.83,"488,525",  28.12.2017,156.6,157,155,155.15,"5,913",  28.12.2017,26.29,26.39,25.95,26.03,"9,522",  28.12.2017,0,0,0,0,"223,267",  28.12.2017,24.8,25,24.59,24.8,"100,969",  28.12.2017,17.61,17.83,17.42,17.73,"103,439",  28.12.2017,0,0,0,0,"1,312,602",  28.12.2017,79.99,80.48,79.2,79.23,"32,838",  28.12.2017,0,0,0,0,0,  28.12.2017,122.5,124.05,121.4,122.9,"80,996",  28.12.2017,46.2,46.55,45.25,46.53,"21,369",  28.12.2017,36,36.56,35.71,35.75,"43,657",  28.12.2017,46.35,46.66,46.26,46.37,"101,555",28.12.2017,0,0,0,0,"4,073",  28.12.2017,0,0,0,0,"64,830",  28.12.2017,4.27,4.27,4.21,4.22,"1,123,105",  28.12.2017,0,0,0,0,"5,918,845",  28.12.2017,57.41,57.57,57.17,57.3,"156,897",  28.12.2017,93.47,93.7,92.6,92.94,"236,195",  28.12.2017,266.95,266.95,262.55,265.15,"3,329"
  29.12.2017,"2,044.35","2,049.02","2,041.35","2,048.57","3,518,874",  29.12.2017,68.5,68.83,67.68,68.83,"140,737",  29.12.2017,11.5,11.59,11.28,11.58,"314,547",  29.12.2017,0,0,0,0,"8,124",  29.12.2017,6.01,6.1,5.99,6.03,"108,857",  29.12.2017,70.3,70.3,69.49,69.52,"14,339",  29.12.2017,34.18,34.7,33.95,34.7,"64,198",  29.12.2017,51.76,51.94,51.45,51.76,"34,640",  29.12.2017,55.2,55.22,54.36,54.72,"10,728",  29.12.2017,25.44,26.09,25.11,25.95,"850,687",  29.12.2017,71.73,72.8,70.9,72.3,"10,848",  29.12.2017,13.72,13.8,13.44,13.5,"720,447",  29.12.2017,30.92,31,30.72,30.82,"159,861",  29.12.2017,13.08,13.19,12.72,13.04,"56,663",  29.12.2017,0,0,0,0,"2,212,688",  29.12.2017,0,0,0,0,"27,310",  29.12.2017,28.06,28.06,27.5,27.54,"47,708",  29.12.2017,0,0,0,0,"41,977",  29.12.2017,0,0,0,0,"28,826",  29.12.2017,12.7,12.85,12.5,12.73,"98,577",  29.12.2017,76.81,78.8,76.48,76.58,"191,392",  29.12.2017,74.14,74.84,74.14,74.84,"12,343",  29.12.2017,8.88,8.91,8.72,8.87,"249,222",  29.12.2017,154.65,156.15,153.4,156.15,"8,857",  29.12.2017,26.02,26.2,26.01,26.09,"5,003",  29.12.2017,0,0,0,0,"381,847",  29.12.2017,24.32,24.93,24.32,24.82,"146,141",  29.12.2017,17.74,18.13,17.61,17.98,"79,996",  29.12.2017,0,0,0,0,"1,289,163",  29.12.2017,79.78,80.4,78.81,79.54,"31,153",  29.12.2017,0,0,0,0,0,  29.12.2017,123,123,120.2,121.3,"79,790",  29.12.2017,46.43,48,45.96,47.75,"44,982",  29.12.2017,35.85,36.51,35.85,35.99,"21,410",  29.12.2017,46.45,46.86,46.22,46.86,"66,311",29.12.2017,0,0,0,0,"6,227",  29.12.2017,0,0,0,0,"42,304",  29.12.2017,4.22,4.23,4.16,4.18,"1,172,085",  29.12.2017,0,0,0,0,"6,676,568",  29.12.2017,57.14,57.51,57.08,57.34,"97,233",  29.12.2017,93.27,93.55,92.82,93.07,"208,952",  29.12.2017,265.95,269.3,264.75,268.6,"2,149"
  02.01.2018,"2,053.82","2,069.53","2,033.60","2,069.53","4,724,391",  02.01.2018,69,69.95,68.6,69.7,"173,633",  02.01.2018,11.64,12.11,11.26,12.04,"637,141",  02.01.2018,0,0,0,0,"14,799",  02.01.2018,6.08,6.14,6.02,6.03,"104,835",  02.01.2018,69.65,70.15,69.05,70.05,"34,321",  02.01.2018,35,35.15,34.37,35.07,"48,486",  02.01.2018,52.05,52.4,51.2,51.4,"54,435",  02.01.2018,55.15,56.85,54.3,56.7,"56,898",  02.01.2018,25.94,26.51,25.16,26.51,"807,810",  02.01.2018,72.25,72.65,71.45,72,"18,994",  02.01.2018,13.54,13.66,13.34,13.59,"706,608",  02.01.2018,30.92,31.09,30.66,31.06,"347,649",  02.01.2018,13.25,13.3,12.84,13.25,"75,828",  02.01.2018,0,0,0,0,"3,593,808",  02.01.2018,0,0,0,0,"63,405",  02.01.2018,27.5,27.84,27.04,27.8,"86,209",  02.01.2018,0,0,0,0,"17,821",  02.01.2018,0,0,0,0,"41,948",  02.01.2018,12.89,13.28,12.57,13.09,"156,985",  02.01.2018,77.2,77.85,76.5,77.5,"91,410",  02.01.2018,74.85,75.55,73.7,74.5,"41,792",  02.01.2018,8.95,9.35,8.73,9.32,"678,550",  02.01.2018,157.4,157.7,154.2,157,"13,378",  02.01.2018,25.98,26.04,25.56,26,"23,029",  02.01.2018,0,0,0,0,"324,741",  02.01.2018,25,26.42,24.6,26.34,"203,039",  02.01.2018,18.13,19.42,17.98,19.2,"460,018",  02.01.2018,0,0,0,0,"2,334,984",  02.01.2018,80,80.35,78.65,80.15,"62,720",  02.01.2018,0,0,0,0,0,  02.01.2018,122.3,125.4,119.9,125.35,"150,250",  02.01.2018,47.8,48.7,46.55,46.85,"31,223",  02.01.2018,35.7,37.76,35.7,37.44,"131,415",  02.01.2018,46.86,47.1,46.31,47,"229,134",02.01.2018,0,0,0,0,"3,562",  02.01.2018,0,0,0,0,"78,832",  02.01.2018,4.2,4.23,4.18,4.23,"1,917,379",  02.01.2018,0,0,0,0,"9,227,359",  02.01.2018,57.34,57.7,56.6,57.7,"205,848",  02.01.2018,93.38,93.54,91.08,93.28,"306,397",  02.01.2018,268,270.5,266,269,"2,759"
