Date,TecDAX,,,,,1&1,,,,,,Aixtron,,,,,,Aumann,,,,,,Adva,,,,,,Bechtle,,,,,,Cancom,,,,,,Carl Zeiss Meditec,,,,,,CompuGroup,,,,,,Dialog Semiconductor,,,,,,Drägerwerk,,,,,,Evotec,,,,,,Freenet,,,,,,GFT Technologies,,,,,,Infineon,,,,,,Isra,,,,,,Jenoptik,,,,,,LPKF,,,,,,Manz,,,,,,Medigene,,,,,,MorphoSys,,,,,,Nemetschek,,,,,,Nordex,,,,,,Pfeiffer Vacuum,,,,,,Qiagen,,,,,,QSC,,,,,,RIB Software,,,,,,,S&T,,,,,SAP,,,,,,Sartorius,,,,,,Siemens Healthineers,,,,,,Siltronic,,,,,,SLM,,,,,,SMA,,,,,,Software,,,,,,Stratec,,,,,,,Süss,,,,,Telefonica,,,,,,Telekom,,,,,,United Internet,,,,,,Wirecard,,,,,,Xing,,,,,
Date,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Aixtron,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Adva,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,GFT Technologies,Volumen,Datum,Eroeffnung,Hoch,Tief,Infineon,Volumen,Datum,Eroeffnung,Hoch,Tief,Isra,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,LPKF,Volumen,Datum,Eroeffnung,Hoch,Tief,Manz,Volumen,Datum,Eroeffnung,Hoch,Tief,Medigene,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,QSC,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,S&T,Volumen,Datum,Eroeffnung,Hoch,Tief,SAP,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Siemens Health,Volumen,Datum,Eroeffnung,Hoch,Tief,Siltronic,Volumen,Datum,Eroeffnung,Hoch,Tief,SLM,Volumen,Datum,Eroeffnung,Hoch,Tief,SMA,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Stratec,Volumen,Datum,Eroeffnung,Hoch,Tief,Süss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Telekom,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen,Datum,Eroeffnung,Hoch,Tief,Schluss,Volumen
  01.12.2017,"2,042.06","2,047.53","2,011.67","2,022.99","10,903,665",  01.12.2017,64.3,66.26,63.49,65.85,"647,053",  01.12.2017,12.36,12.43,11.8,11.86,"1,581,492",  01.12.2017,0,0,0,0,"23,095",  01.12.2017,6.09,6.15,5.82,5.9,"283,295",  01.12.2017,72,72.5,70.92,71.24,"78,098",  01.12.2017,34.4,34.84,33.46,34.38,"328,180",  01.12.2017,49.52,50.49,49.16,49.85,"101,733",  01.12.2017,56.98,57.28,56.21,56.72,"53,549",  01.12.2017,31.3,32.76,30.41,31.21,"2,180,387",  01.12.2017,70.96,72.5,69.11,70.44,"61,509",  01.12.2017,12.55,12.75,12.11,12.18,"2,437,719",  01.12.2017,31.84,31.91,31.38,31.6,"472,888",  01.12.2017,12.33,12.33,11.75,11.75,"61,624",  01.12.2017,0,0,0,0,"8,557,759",  01.12.2017,0,0,0,0,"42,675",  01.12.2017,27.33,27.58,26.66,27,"125,427",  01.12.2017,0,0,0,0,"13,563",  01.12.2017,0,0,0,0,"39,231",  01.12.2017,11.3,11.69,11.02,11.33,"147,481",  01.12.2017,79.7,81.8,78.01,79.97,"152,879",  01.12.2017,80.68,80.83,79.2,79.94,"46,305",  01.12.2017,8.57,8.59,8.04,8.04,"693,040",  01.12.2017,151.5,155.75,149.45,152.45,"44,348",  01.12.2017,26.6,26.8,26.3,26.64,"2,282",  01.12.2017,0,0,0,0,"561,705",  01.12.2017,19.17,19.5,18.87,19.2,"152,146",  01.12.2017,17.8,17.85,17.3,17.52,"119,483",  01.12.2017,0,0,0,0,"3,130,812",  01.12.2017,80.09,80.21,76.82,77.06,"118,857",  01.12.2017,0,0,0,0,0,  01.12.2017,126.15,127.05,119.2,120.85,"245,407",  01.12.2017,48.1,49,47.73,48,"79,778",  01.12.2017,33.86,34.59,32.98,33.24,"144,399",  01.12.2017,46.3,46.31,44.32,44.91,"414,662",01.12.2017,0,0,0,0,"4,246",  01.12.2017,0,0,0,0,"121,843",  01.12.2017,3.99,4,3.92,3.93,"6,403,586",  01.12.2017,0,0,0,0,"14,796,786",  01.12.2017,56.7,56.7,55.63,56.36,"659,757",  01.12.2017,90.22,90.45,88.09,89.44,"844,379",  01.12.2017,262.5,263.45,257.85,259.05,"6,109"
  04.12.2017,"2,033.40","2,045.36","2,011.03","2,017.32","14,323,986",  04.12.2017,66.25,67.3,65.63,67.18,"375,589",  04.12.2017,12.19,12.65,11.71,11.87,"1,909,051",  04.12.2017,0,0,0,0,"22,231",  04.12.2017,5.97,5.97,5.75,5.86,"289,017",  04.12.2017,72.11,72.56,71.5,72,"54,932",  04.12.2017,34.69,34.69,34.08,34.35,"135,766",  04.12.2017,49.5,51.23,49.5,51.14,"94,385",  04.12.2017,56.67,57,56.07,56.59,"88,415",  04.12.2017,31.5,31.5,23.43,23.7,"5,973,827",  04.12.2017,72.09,72.09,70.38,71,"48,484",  04.12.2017,12.49,12.55,11.52,11.58,"2,629,455",  04.12.2017,31.88,31.9,31.54,31.79,"362,231",  04.12.2017,11.8,12.19,11.75,12.19,"95,756",  04.12.2017,0,0,0,0,"6,851,895",  04.12.2017,0,0,0,0,"18,925",  04.12.2017,27.29,27.57,26.88,26.93,"116,863",  04.12.2017,0,0,0,0,"6,147",  04.12.2017,0,0,0,0,"47,301",  04.12.2017,11.42,11.74,11.42,11.62,"112,641",  04.12.2017,81.67,81.79,79.09,79.52,"108,491",  04.12.2017,81.21,81.31,79.88,80,"31,682",  04.12.2017,8.1,8.17,7.62,7.62,"702,764",  04.12.2017,153.2,155.6,151.5,153.4,"32,327",  04.12.2017,26.56,27,26.4,26.4,"2,659",  04.12.2017,0,0,0,0,"247,885",  04.12.2017,19.49,19.74,19.2,19.6,"120,463",  04.12.2017,17.63,17.88,17.35,17.61,"167,285",  04.12.2017,0,0,0,0,"2,131,835",  04.12.2017,77.99,80.59,77.55,78.57,"91,931",  04.12.2017,0,0,0,0,0,  04.12.2017,123.5,124.6,117.25,119.65,"175,691",  04.12.2017,48.1,49,47.57,48.19,"62,650",  04.12.2017,33.53,34.02,33.25,33.45,"74,327",  04.12.2017,44.75,45.47,44.75,45.15,"263,088",04.12.2017,0,0,0,0,"5,739",  04.12.2017,0,0,0,0,"93,445",  04.12.2017,3.97,4.01,3.93,3.98,"5,163,300",  04.12.2017,0,0,0,0,"13,463,710",  04.12.2017,56.88,57.22,56.41,56.79,"410,617",  04.12.2017,90.75,91.61,89.58,91.08,"1,110,801",  04.12.2017,261.4,265.45,259.65,263.3,"6,957"
  05.12.2017,"2,016.26","2,021.88","1,989.37","2,017.44","13,545,954",  05.12.2017,67.39,67.79,66.54,67.51,"302,904",  05.12.2017,11.78,11.87,10.7,11.39,"3,345,550",  05.12.2017,0,0,0,0,"222,805",  05.12.2017,5.85,5.98,5.78,5.85,"360,976",  05.12.2017,71.75,71.92,70.22,71.28,"82,224",  05.12.2017,34.34,34.5,33.67,34.21,"191,898",  05.12.2017,51.21,51.38,50.4,51.25,"83,023",  05.12.2017,56.46,56.71,55.73,56.48,"74,727",  05.12.2017,23.72,25.34,22.43,24.53,"3,641,765",  05.12.2017,70.61,71.24,70.16,70.98,"40,990",  05.12.2017,12.1,12.57,11.87,12.03,"2,931,011",  05.12.2017,31.84,31.9,31.64,31.68,"318,743",  05.12.2017,12.19,12.2,11.83,12.12,"57,208",  05.12.2017,0,0,0,0,"7,678,384",  05.12.2017,0,0,0,0,"34,055",  05.12.2017,26.93,27.02,26.52,26.86,"120,759",  05.12.2017,0,0,0,0,"6,227",  05.12.2017,0,0,0,0,"24,936",  05.12.2017,11.6,12.2,11.56,12.02,"222,443",  05.12.2017,79.71,81,77.61,79.2,"115,537",  05.12.2017,80.07,80.2,77.79,78.75,"33,995",  05.12.2017,7.69,7.8,7.52,7.52,"420,460",  05.12.2017,153.95,153.95,150.1,151.9,"28,258",  05.12.2017,26.42,26.47,26.09,26.21,"3,660",  05.12.2017,0,0,0,0,"326,066",  05.12.2017,19.64,19.64,19.02,19.24,"141,773",  05.12.2017,17.58,17.8,17.45,17.64,"336,760",  05.12.2017,0,0,0,0,"2,063,502",  05.12.2017,78.31,79.75,77.55,79.53,"67,016",  05.12.2017,0,0,0,0,0,  05.12.2017,117.9,121.1,110.5,120.2,"488,642",  05.12.2017,48.28,48.73,46.97,47.31,"41,547",  05.12.2017,33.49,33.85,33.16,33.5,"36,788",  05.12.2017,45.07,45.42,44.44,45.19,"202,875",05.12.2017,0,0,0,0,"9,148",  05.12.2017,0,0,0,0,"121,864",  05.12.2017,3.99,4.05,3.97,4.04,"4,760,980",  05.12.2017,0,0,0,0,"9,877,870",  05.12.2017,56.88,57.97,56.03,57.48,"489,490",  05.12.2017,91.22,91.43,88.76,90,"1,208,660",  05.12.2017,262.8,262.85,252.5,256.1,"9,943"
  06.12.2017,"2,007.20","2,008.10","1,984.33","2,004.57","9,206,221",  06.12.2017,67,67.93,66.43,67.4,"348,106",  06.12.2017,10.96,11.42,10.71,11.19,"2,093,323",  06.12.2017,0,0,0,0,"50,188",  06.12.2017,5.8,5.83,5.66,5.76,"284,721",  06.12.2017,70.85,71.2,70.3,71.17,"55,515",  06.12.2017,33.96,34.32,33.47,34.13,"128,370",  06.12.2017,50.8,51.11,50.39,50.89,"88,730",  06.12.2017,56.07,56.21,55.35,55.5,"63,506",  06.12.2017,24.59,24.81,23.24,24.45,"1,532,311",  06.12.2017,70.52,70.78,69.9,70.19,"33,433",  06.12.2017,11.9,11.91,11.54,11.59,"2,272,968",  06.12.2017,31.56,31.74,31.39,31.6,"483,399",  06.12.2017,12.12,12.12,11.79,11.79,"24,586",  06.12.2017,0,0,0,0,"4,841,313",  06.12.2017,0,0,0,0,"29,110",  06.12.2017,26.65,27.24,26.05,26.78,"199,663",  06.12.2017,0,0,0,0,"19,340",  06.12.2017,0,0,0,0,"127,273",  06.12.2017,11.91,12.1,11.64,11.74,"154,281",  06.12.2017,78.51,79,77.41,78.17,"86,359",  06.12.2017,78.33,78.33,76.85,77.34,"39,309",  06.12.2017,7.51,7.75,7.49,7.63,"281,086",  06.12.2017,151,154.8,150.85,151.8,"22,974",  06.12.2017,26.12,26.25,25.95,26.13,"3,327",  06.12.2017,0,0,0,0,"235,299",  06.12.2017,18.89,19.13,18.48,18.78,"129,203",  06.12.2017,17.4,17.4,16.79,16.9,"235,329",  06.12.2017,0,0,0,0,"1,955,948",  06.12.2017,77.9,80.21,77.69,79.42,"110,469",  06.12.2017,0,0,0,0,0,  06.12.2017,116.3,117.25,112.2,114.75,"315,702",  06.12.2017,46.98,47.1,45.33,45.49,"37,310",  06.12.2017,33.11,34.09,32.48,33.9,"78,996",  06.12.2017,44.87,45.58,44.32,45.49,"301,582",06.12.2017,0,0,0,0,"8,874",  06.12.2017,0,0,0,0,"76,966",  06.12.2017,4.01,4.14,4.01,4.12,"5,223,380",  06.12.2017,0,0,0,0,"8,934,058",  06.12.2017,57.03,57.89,56.94,57.46,"390,065",  06.12.2017,89.2,90.27,88.42,89.94,"839,247",  06.12.2017,253.95,261.6,252.05,259.55,"5,951"
  07.12.2017,"2,009.74","2,018.23","2,004.64","2,015.41","7,540,970",  07.12.2017,67.7,68.69,67.5,68.33,"219,480",  07.12.2017,11.3,11.75,11.24,11.7,"2,050,226",  07.12.2017,0,0,0,0,"31,967",  07.12.2017,5.77,6.05,5.77,5.99,"287,382",  07.12.2017,71.57,71.95,70.94,71.33,"41,428",  07.12.2017,34.23,34.46,33.91,34.25,"48,570",  07.12.2017,50.89,51.47,50.81,51.47,"48,123",  07.12.2017,55.82,56.15,55.36,56.15,"60,185",  07.12.2017,24.4,24.4,23.41,23.43,"1,570,657",  07.12.2017,70.49,70.93,69.85,70.43,"29,229",  07.12.2017,11.64,12.02,11.58,11.88,"1,418,071",  07.12.2017,31.69,31.85,31.58,31.78,"427,409",  07.12.2017,11.82,11.93,11.75,11.81,"41,535",  07.12.2017,0,0,0,0,"5,344,090",  07.12.2017,0,0,0,0,"16,375",  07.12.2017,26.83,27.45,26.36,27.03,"125,651",  07.12.2017,0,0,0,0,"10,622",  07.12.2017,0,0,0,0,"34,446",  07.12.2017,11.65,11.86,11.59,11.8,"90,510",  07.12.2017,78.19,79,78,78.4,"63,567",  07.12.2017,77.65,77.92,75.07,75.9,"45,305",  07.12.2017,7.66,7.96,7.65,7.95,"487,066",  07.12.2017,151.9,152.65,151,152,"32,423",  07.12.2017,26.22,26.51,26.09,26.51,"3,411",  07.12.2017,0,0,0,0,"149,076",  07.12.2017,18.7,19.16,18.67,19.05,"134,201",  07.12.2017,16.88,17.01,16.65,16.8,"96,560",  07.12.2017,0,0,0,0,"1,572,775",  07.12.2017,78.7,81.37,78.68,80.28,"82,784",  07.12.2017,0,0,0,0,0,  07.12.2017,116.5,119.75,116.25,117,"276,105",  07.12.2017,45.01,46.16,44.37,44.8,"35,821",  07.12.2017,33.95,34.54,33.95,34.35,"55,980",  07.12.2017,45.9,46.17,45.21,45.59,"204,570",07.12.2017,0,0,0,0,"9,118",  07.12.2017,0,0,0,0,"42,467",  07.12.2017,4.13,4.19,4.08,4.19,"5,145,226",  07.12.2017,0,0,0,0,"13,318,348",  07.12.2017,57.9,58.14,57.1,57.55,"228,971",  07.12.2017,90.31,90.49,88.76,89.98,"541,829",  07.12.2017,259.95,262.15,258.75,261.95,"4,546"
  08.12.2017,"2,024.04","2,039.88","2,024.04","2,037.07","8,777,297",  08.12.2017,68.61,68.84,67.59,67.97,"254,416",  08.12.2017,12.1,12.1,11.61,11.8,"1,636,268",  08.12.2017,0,0,0,0,"22,934",  08.12.2017,6.05,6.06,5.82,5.97,"277,840",  08.12.2017,71.85,72.79,71.64,72.71,"55,452",  08.12.2017,34.39,34.85,34.2,34.75,"102,044",  08.12.2017,51.5,52.83,51.28,52.12,"109,157",  08.12.2017,56.59,57.88,56.4,57.09,"118,386",  08.12.2017,23.85,24.1,22.6,22.95,"1,372,379",  08.12.2017,70.49,70.94,70,70.67,"31,427",  08.12.2017,12.15,12.95,12.03,12.95,"2,713,634",  08.12.2017,31.89,31.89,31.58,31.6,"348,445",  08.12.2017,11.83,12.62,11.83,12.43,"96,887",  08.12.2017,0,0,0,0,"4,556,819",  08.12.2017,0,0,0,0,"15,645",  08.12.2017,27.18,27.65,27.17,27.6,"92,566",  08.12.2017,0,0,0,0,"24,502",  08.12.2017,0,0,0,0,"20,235",  08.12.2017,11.89,12.08,11.75,12.01,"159,492",  08.12.2017,79.07,80.77,79.07,80.52,"107,325",  08.12.2017,76.49,76.5,75.68,75.9,"50,955",  08.12.2017,7.97,8.18,7.83,7.93,"469,933",  08.12.2017,152.8,153.9,151,152.9,"27,907",  08.12.2017,26.62,26.72,26.37,26.69,"6,967",  08.12.2017,0,0,0,0,"153,710",  08.12.2017,19.08,19.59,19.01,19.46,"194,152",  08.12.2017,16.92,16.92,16.65,16.76,"104,284",  08.12.2017,0,0,0,0,"2,528,295",  08.12.2017,80.77,83.82,80.54,83.38,"120,297",  08.12.2017,0,0,0,0,0,  08.12.2017,120.7,121.65,118.2,120.3,"175,460",  08.12.2017,44.8,46.04,44.8,45.61,"26,383",  08.12.2017,34.28,35.22,34.28,35.01,"52,876",  08.12.2017,45.92,46.9,45.87,46.73,"228,516",08.12.2017,0,0,0,0,"2,916",  08.12.2017,0,0,0,0,"73,188",  08.12.2017,4.2,4.21,4.17,4.2,"4,280,207",  08.12.2017,0,0,0,0,"13,255,747",  08.12.2017,58.04,58.15,57.49,57.92,"305,548",  08.12.2017,90.87,91.09,88.25,89.31,"710,289",  08.12.2017,262.65,266.6,260.9,262.85,"6,967"
  11.12.2017,"2,043.79","2,044.03","2,018.93","2,031.98","10,087,455",  11.12.2017,68,68.07,67.29,67.59,"206,988",  11.12.2017,11.81,11.85,11.44,11.65,"1,117,846",  11.12.2017,0,0,0,0,"27,797",  11.12.2017,6,6.02,5.82,5.95,"155,945",  11.12.2017,72.99,72.99,71.05,71.3,"58,815",  11.12.2017,34.87,34.89,34.36,34.42,"94,218",  11.12.2017,52.28,52.45,51.26,52.14,"71,817",  11.12.2017,57.1,57.83,55.75,56.42,"53,721",  11.12.2017,23.09,23.09,21.46,22.23,"1,866,163",  11.12.2017,71,71.57,69.5,70.38,"43,536",  11.12.2017,13.58,14.53,13.04,14.53,"3,826,780",  11.12.2017,31.58,31.64,31.2,31.42,"442,595",  11.12.2017,12.53,12.59,12.1,12.59,"54,057",  11.12.2017,0,0,0,0,"3,030,533",  11.12.2017,0,0,0,0,"11,175",  11.12.2017,27.63,27.66,27.02,27.24,"133,094",  11.12.2017,0,0,0,0,"19,108",  11.12.2017,0,0,0,0,"13,194",  11.12.2017,12.1,13.26,12.05,13.26,"762,346",  11.12.2017,80.99,82.06,80.33,81.26,"129,842",  11.12.2017,75.15,76.12,75.15,75.88,"33,263",  11.12.2017,7.97,8.15,7.94,7.98,"362,992",  11.12.2017,152.95,154.25,151,153.85,"29,438",  11.12.2017,26.56,26.84,26.33,26.62,"10,058",  11.12.2017,0,0,0,0,"189,267",  11.12.2017,19.58,20.71,19.52,20.6,"316,568",  11.12.2017,16.39,16.7,16.3,16.54,"297,323",  11.12.2017,0,0,0,0,"1,442,357",  11.12.2017,82.9,83.65,82.02,82.26,"58,015",  11.12.2017,0,0,0,0,0,  11.12.2017,121.5,122.05,114.1,116.85,"208,516",  11.12.2017,46.16,46.49,45.57,46.22,"24,363",  11.12.2017,35.17,35.3,33.69,33.91,"84,721",  11.12.2017,46.9,46.9,45.71,45.9,"180,585",11.12.2017,0,0,0,0,"9,923",  11.12.2017,0,0,0,0,"74,758",  11.12.2017,4.22,4.23,4.19,4.22,"2,962,764",  11.12.2017,0,0,0,0,"11,920,247",  11.12.2017,57.98,58.11,57.39,57.84,"266,669",  11.12.2017,90.1,90.1,86.38,88.65,"824,000",  11.12.2017,263.4,263.4,258.9,261.6,"3,037"
  12.12.2017,"2,032.71","2,039.47","2,027.99","2,039.03","8,301,710",  12.12.2017,67.7,67.76,66.98,67.7,"235,527",  12.12.2017,11.72,11.78,11.16,11.47,"1,098,003",  12.12.2017,0,0,0,0,"108,056",  12.12.2017,5.98,6.03,5.86,5.95,"176,890",  12.12.2017,71.55,71.64,70.68,70.91,"51,848",  12.12.2017,34.58,34.94,34.45,34.86,"125,458",  12.12.2017,52.29,53.1,51.82,52.43,"87,911",  12.12.2017,56.21,56.63,56.04,56.38,"28,436",  12.12.2017,22.91,23.61,22.72,23.26,"1,918,022",  12.12.2017,70.5,71.6,69.8,71.46,"39,953",  12.12.2017,14.4,14.82,13.92,14.51,"2,640,135",  12.12.2017,31.4,31.54,31.35,31.54,"404,568",  12.12.2017,12.44,12.65,12.42,12.53,"32,466",  12.12.2017,0,0,0,0,"3,568,234",  12.12.2017,0,0,0,0,"21,090",  12.12.2017,27.2,27.46,27.11,27.46,"57,340",  12.12.2017,0,0,0,0,"10,408",  12.12.2017,0,0,0,0,"9,598",  12.12.2017,13.33,13.4,12.6,12.72,"514,817",  12.12.2017,81.1,81.48,79.67,80.21,"86,703",  12.12.2017,76,76.02,75.61,75.85,"34,379",  12.12.2017,7.98,8.14,7.93,8.11,"330,592",  12.12.2017,152.95,153.8,151,152.5,"21,594",  12.12.2017,26.5,26.99,26.42,26.97,"4,172",  12.12.2017,0,0,0,0,"186,428",  12.12.2017,20.57,20.71,20.11,20.55,"113,860",  12.12.2017,16.53,16.78,16.48,16.51,"138,288",  12.12.2017,0,0,0,0,"1,730,790",  12.12.2017,81.99,82,80.75,80.97,"59,985",  12.12.2017,0,0,0,0,0,  12.12.2017,116,117.7,114.95,116.45,"100,729",  12.12.2017,46.43,46.43,45.79,45.92,"10,471",  12.12.2017,33.95,34.85,33.91,34.65,"39,549",  12.12.2017,45.85,46.3,45.61,46.26,"226,350",12.12.2017,0,0,0,0,"6,638",  12.12.2017,0,0,0,0,"41,772",  12.12.2017,4.23,4.24,4.2,4.23,"2,831,723",  12.12.2017,0,0,0,0,"10,615,751",  12.12.2017,57.96,58.21,57.59,58.15,"307,746",  12.12.2017,89,90.05,88.66,89.01,"602,361",  12.12.2017,261.9,262.5,258.75,259.6,"2,290"
  13.12.2017,"2,038.14","2,057.20","2,030.13","2,054.30","8,826,590",  13.12.2017,67.57,67.76,66.87,67.7,"194,820",  13.12.2017,11.29,12.08,11.1,12.03,"1,563,029",  13.12.2017,0,0,0,0,"29,621",  13.12.2017,5.91,5.95,5.71,5.84,"398,501",  13.12.2017,70.68,71.09,69.71,71.01,"56,437",  13.12.2017,34.94,34.96,34.56,34.95,"72,086",  13.12.2017,52.64,53.35,52.48,53.09,"128,434",  13.12.2017,56.5,56.5,51.31,55.75,"202,339",  13.12.2017,23,24,22.8,23.84,"1,111,860",  13.12.2017,71.79,71.8,70.44,70.44,"43,719",  13.12.2017,14.7,15,14.33,14.97,"2,471,158",  13.12.2017,31.52,31.55,30.9,31.14,"432,136",  13.12.2017,12.6,12.6,12.31,12.5,"32,402",  13.12.2017,0,0,0,0,"4,272,746",  13.12.2017,0,0,0,0,"66,500",  13.12.2017,27.19,28.07,27.15,28,"118,453",  13.12.2017,0,0,0,0,"6,803",  13.12.2017,0,0,0,0,"18,634",  13.12.2017,12.74,12.92,12.33,12.66,"173,627",  13.12.2017,80,80,76.3,77.34,"229,971",  13.12.2017,75.66,76.12,75.5,76.12,"40,558",  13.12.2017,8.13,8.5,8.1,8.47,"779,960",  13.12.2017,152.7,152.7,151,151.55,"20,590",  13.12.2017,26.99,27.63,26.9,27.27,"6,723",  13.12.2017,0,0,0,0,"261,941",  13.12.2017,20.66,21.37,20.31,21.37,"134,801",  13.12.2017,16.42,17.35,16.42,17.32,"160,843",  13.12.2017,0,0,0,0,"1,388,581",  13.12.2017,81.11,81.9,79.79,81.36,"64,679",  13.12.2017,0,0,0,0,0,  13.12.2017,115.15,118.7,115,117.4,"122,195",  13.12.2017,46.06,46.2,44.44,44.73,"23,735",  13.12.2017,34.53,35.55,34.38,34.8,"61,540",  13.12.2017,46.39,46.63,45.93,46.62,"130,764",13.12.2017,0,0,0,0,"13,450",  13.12.2017,0,0,0,0,"218,792",  13.12.2017,4.23,4.24,4.19,4.2,"3,054,140",  13.12.2017,0,0,0,0,"8,826,821",  13.12.2017,58.29,58.47,57.96,58.25,"346,407",  13.12.2017,90,91.68,88.67,91.4,"651,058",  13.12.2017,260,261.6,258.9,260.4,"2,911"
  14.12.2017,"2,054.54","2,062.03","2,042.76","2,054.07","9,905,745",  14.12.2017,67.65,69.51,67.48,69.05,"373,167",  14.12.2017,11.99,12.73,11.93,12.52,"2,208,290",  14.12.2017,0,0,0,0,"29,174",  14.12.2017,5.82,5.83,5.71,5.74,"202,060",  14.12.2017,71.09,71.09,70.16,70.65,"73,651",  14.12.2017,34.83,34.95,34.54,34.85,"87,128",  14.12.2017,53.11,53.54,52.15,52.67,"132,981",  14.12.2017,55.67,57.23,55.45,56.39,"87,915",  14.12.2017,23.69,23.78,22.75,23.39,"1,192,550",  14.12.2017,70.54,70.7,69.53,70.22,"26,114",  14.12.2017,15.02,15.15,13.85,14.09,"2,575,716",  14.12.2017,31.07,31.36,30.93,31.11,"459,035",  14.12.2017,12.5,12.6,12.35,12.49,"36,634",  14.12.2017,0,0,0,0,"4,394,106",  14.12.2017,0,0,0,0,"169,375",  14.12.2017,27.89,28.27,27.84,28.03,"92,819",  14.12.2017,0,0,0,0,"4,772",  14.12.2017,0,0,0,0,"21,055",  14.12.2017,12.72,12.72,12.33,12.43,"161,146",  14.12.2017,77.4,77.44,73.65,76.08,"352,702",  14.12.2017,76.03,76.12,75.22,75.79,"34,166",  14.12.2017,8.48,8.6,8.31,8.52,"878,995",  14.12.2017,151.5,152.95,150.95,151,"14,238",  14.12.2017,27.33,27.33,26.85,26.96,"5,232",  14.12.2017,0,0,0,0,"333,366",  14.12.2017,21.29,22.63,21.18,22.53,"375,451",  14.12.2017,17.29,17.83,17.03,17.7,"162,086",  14.12.2017,0,0,0,0,"2,596,208",  14.12.2017,81.14,82.26,80.57,81.57,"74,390",  14.12.2017,0,0,0,0,0,  14.12.2017,117.75,117.85,115.5,116.6,"113,740",  14.12.2017,44.99,46.13,43.95,44.25,"34,317",  14.12.2017,34.7,36.12,34.45,35.73,"59,272",  14.12.2017,46.43,47.22,46.17,46.97,"226,884",14.12.2017,0,0,0,0,"13,436",  14.12.2017,0,0,0,0,"104,210",  14.12.2017,4.27,4.3,4.2,4.22,"4,890,001",  14.12.2017,0,0,0,0,"12,976,932",  14.12.2017,58.23,58.39,57.65,58.16,"380,007",  14.12.2017,91.58,92.38,91.1,91.95,"614,820",  14.12.2017,259.35,263.35,259.35,262.5,"4,364"
